Title,City,Latitude,Longitude,Date,Severity,Type of threat,Attendees,Reported via,Reported incidents,Estimated cost,Confirmed %,Turnout rate,Priority,Police informed?,Notes
Vandalism in Brighton #598,Brighton,50.78570,-0.15541,2026-12-01,High,Vandalism,1-10,Anonymous tip,136,7387,47.2,0.252,4,No,
Leafleting in Dundee #599,Dundee,56.46217,-2.87611,2021-08-02,Moderate,Leafleting,10-50,Press report,139,17666,54.2,0.199,3,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Online abuse in Southampton #600,Southampton,50.95084,-1.42221,2016-07-16,Moderate,Online abuse,100-500,Press report,53,3928,1.8,0.953,4,Yes,
Vandalism in Newcastle #601,Newcastle,54.98838,-1.55869,2009-04-03,Critical,Vandalism,N/A,Local branch,187,14582,59.2,0.258,1,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Online abuse in Hull #602,Hull,53.84886,-0.37840,2017-06-05,,Online abuse,50-100,Local branch,17,14751,98.9,0.297,3,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Demonstration in Cardiff #603,Cardiff,51.46226,-3.17358,2017-09-05,Moderate,Demonstration,N/A,Partner organisation,138,6744,7.2,0.847,2,No,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Leicester #604,Leicester,52.59110,-1.14784,2026-09-23,Moderate,Vandalism,10-50,Social media,12,8950,47.2,0.960,1,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Vandalism in York #605,York,53.91676,-1.06867,2014-05-27,High,Vandalism,50-100,Social media,111,4614,29.1,0.133,2,No,
Demonstration in Exeter #606,Exeter,50.63729,-3.63330,2022-09-23,High,Demonstration,500-1000,Social media,171,9069,1.8,0.568,2,Yes,
Assault in Newcastle #607,Newcastle,54.99855,-1.71645,2015-02-03,Critical,Assault,500-1000,Partner organisation,188,16853,60.4,0.212,2,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Demonstration in Leeds #608,Leeds,53.80042,-1.58110,2014-04-03,Low,Demonstration,50-100,Partner organisation,74,10414,38.6,0.337,3,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Coventry #609,Coventry,52.39998,-1.50856,2004-12-28,Low,Vandalism,100-500,Partner organisation,163,8495,35.1,0.289,3,No,Second occurrence at this location this year; residents have asked for a coordinated response
Leafleting in Stoke-on-Trent #610,Stoke-on-Trent,53.09976,-2.14028,2022-10-24,,Leafleting,500-1000,Local branch,91,17183,13.9,0.300,2,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Bradford #611,Bradford,53.67716,-1.72075,2011-07-07,Moderate,Online abuse,N/A,Partner organisation,31,5309,59.9,0.986,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Banner drop in London #612,London,51.49420,-0.08300,,Moderate,Banner drop,100-500,Press report,11,7601,89.5,0.475,5,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Banner drop in Glasgow #613,Glasgow,55.89314,-4.22851,2021-11-16,,Banner drop,50-100,Social media,18,14028,50.6,0.592,2,,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Bristol #614,Bristol,51.44549,-2.51551,2025-09-15,High,Online abuse,50-100,Anonymous tip,41,8592,30.5,0.378,3,No,Linked to a wider pattern of activity across the region according to partner organisations
Demonstration in Cardiff #615,Cardiff,51.57830,-3.19306,2022-01-27,,Demonstration,N/A,Partner organisation,36,1312,86.0,0.480,1,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Brighton #616,Brighton,50.80587,-0.17044,2022-08-22,Moderate,Harassment,500-1000,Press report,42,8394,36.6,0.376,4,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Harassment in Sheffield #617,Sheffield,53.37762,-1.42919,2013-11-21,Moderate,Harassment,N/A,Anonymous tip,181,12680,2.0,0.680,5,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Stoke-on-Trent #618,Stoke-on-Trent,52.96202,-2.12026,2022-11-13,Low,Vandalism,1-10,Local branch,13,12241,33.8,0.119,5,No,Second occurrence at this location this year; residents have asked for a coordinated response
Demonstration in Glasgow #619,Glasgow,55.81642,-4.21152,2009-12-13,Low,Demonstration,100-500,Partner organisation,5,935,83.0,0.573,4,,
Vandalism in Bradford #620,Bradford,53.81164,-1.80100,2010-02-08,Low,Vandalism,100-500,Anonymous tip,54,716,59.3,0.217,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Demonstration in Sheffield #621,Sheffield,53.36396,-1.39940,2023-11-07,,Demonstration,1-10,Social media,174,6313,2.0,0.904,1,No,
Banner drop in Southampton #622,Southampton,50.79850,-1.40287,2014-04-02,Critical,Banner drop,1-10,Local branch,50,11140,12.5,0.865,3,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Leafleting in Brighton #623,Brighton,50.83478,-0.16576,2014-03-14,Critical,Leafleting,1-10,Partner organisation,193,1986,2.3,0.111,3,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Online abuse in Portsmouth #624,Portsmouth,50.80422,-1.17020,2022-04-23,Low,Online abuse,50-100,Partner organisation,75,13814,53.8,0.804,2,,Second occurrence at this location this year; residents have asked for a coordinated response
Banner drop in Leeds #625,Leeds,53.77046,-1.63176,2016-09-28,High,Banner drop,100-500,Press report,173,18954,61.6,0.643,3,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Harassment in Leeds #626,Leeds,53.85168,-1.50442,2026-06-13,Low,Harassment,50-100,Social media,171,2209,35.1,0.712,4,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Demonstration in Leicester #627,Leicester,52.70493,-1.10542,2018-11-08,High,Demonstration,1-10,Anonymous tip,58,8974,15.0,0.749,5,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Stickering in Glasgow #628,Glasgow,55.87375,-4.19335,2011-03-22,,Stickering,10-50,Partner organisation,195,18611,49.7,0.818,4,,Linked to a wider pattern of activity across the region according to partner organisations
Online abuse in Exeter #629,Exeter,50.70990,-3.64812,2008-12-21,Moderate,Online abuse,10-50,Social media,159,17651,49.6,0.037,2,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Harassment in Birmingham #630,Birmingham,52.43669,-1.85430,2003-09-23,High,Harassment,500-1000,Anonymous tip,126,6014,44.2,0.643,5,Yes,
Harassment in Cambridge #631,Cambridge,52.21919,0.17312,2014-07-25,High,Harassment,10-50,Social media,144,9669,20.7,0.165,4,,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Assault in Bradford #632,Bradford,53.84068,-1.77155,2022-09-09,Critical,Assault,500-1000,Press report,8,78,23.0,0.155,1,,
Stickering in Nottingham #633,Nottingham,52.93755,-1.13354,2019-02-24,Moderate,Stickering,1-10,Anonymous tip,150,271,77.8,0.494,3,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Demonstration in Hull #634,Hull,53.81485,-0.28366,2015-02-19,Low,Demonstration,1-10,Press report,169,1165,37.8,0.334,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Demonstration in Southampton #635,Southampton,50.87373,-1.42329,2020-05-26,Low,Demonstration,10-50,Local branch,138,14181,12.3,0.617,2,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Harassment in Aberdeen #636,Aberdeen,57.15670,-2.11289,2022-03-21,Critical,Harassment,100-500,Local branch,62,11752,87.9,0.825,3,No,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Southampton #637,Southampton,51.00708,-1.42215,2022-04-11,High,Vandalism,500-1000,Partner organisation,16,19793,32.7,0.571,2,No,
Leafleting in Bradford #638,Bradford,53.80415,-1.78762,2010-01-21,High,Leafleting,100-500,Press report,67,19751,49.4,0.728,3,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Vandalism in Glasgow #639,Glasgow,55.94545,-4.26039,2018-06-20,High,Vandalism,500-1000,Social media,32,10844,50.8,0.580,5,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Assault in Bradford #640,Bradford,53.82081,-1.78688,2011-05-26,High,Assault,100-500,Local branch,172,11421,83.9,0.078,3,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Dundee #641,Dundee,56.50598,-3.08145,2007-02-18,High,Leafleting,500-1000,Local branch,3,2052,76.4,0.984,1,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Harassment in Norwich #642,Norwich,52.50794,1.28856,2022-03-19,,Harassment,50-100,Press report,113,15844,21.6,0.025,1,,Second occurrence at this location this year; residents have asked for a coordinated response
Banner drop in Glasgow #643,Glasgow,55.89640,-4.34083,2026-12-02,Low,Banner drop,500-1000,Local branch,21,7179,57.6,0.706,4,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Banner drop in Nottingham #644,Nottingham,52.95320,-1.20329,2001-05-28,Critical,Banner drop,10-50,Anonymous tip,54,13645,42.5,0.713,1,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Assault in Cardiff #645,Cardiff,51.48764,-3.22459,2002-06-03,Low,Assault,100-500,Anonymous tip,21,8512,59.9,0.697,4,Yes,
Assault in Stoke-on-Trent #646,Stoke-on-Trent,52.98237,-2.09165,2001-01-14,Critical,Assault,10-50,Social media,122,10299,4.7,0.611,4,No,
Assault in Liverpool #647,Liverpool,53.44633,-2.95281,2010-05-03,Critical,Assault,1-10,Partner organisation,6,16090,42.7,0.846,2,No,Linked to a wider pattern of activity across the region according to partner organisations
Assault in Brighton #648,Brighton,50.77267,-0.11333,2016-06-22,Moderate,Assault,100-500,Social media,141,4300,63.3,0.842,4,,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Southampton #649,Southampton,50.80312,-1.34912,2009-09-28,,Stickering,50-100,Social media,159,16164,85.9,0.506,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Stoke-on-Trent #650,Stoke-on-Trent,52.92974,-2.19188,2019-10-15,Low,Stickering,50-100,Social media,17,9260,75.9,0.245,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Dundee #651,Dundee,56.43214,-2.92107,2019-08-02,High,Stickering,500-1000,Partner organisation,83,7907,49.5,0.112,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Assault in Manchester #652,Manchester,53.47897,-2.13335,2000-10-22,Moderate,Assault,500-1000,Press report,16,3133,53.1,0.334,1,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Leafleting in Sheffield #653,Sheffield,53.38685,-1.40777,2017-06-25,Low,Leafleting,50-100,Press report,35,4559,48.0,0.423,2,,
Harassment in Cardiff #654,Cardiff,51.49505,-3.18864,,Moderate,Harassment,50-100,Local branch,179,11353,8.6,0.305,3,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Bradford #655,Bradford,53.77440,-1.79135,2009-12-17,Moderate,Leafleting,100-500,Social media,4,10022,21.2,0.029,2,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Stickering in Dundee #656,Dundee,56.44721,-2.91545,2024-02-08,Moderate,Stickering,500-1000,Social media,149,441,5.7,0.149,5,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Assault in Newcastle #657,Newcastle,55.05850,-1.57333,2003-04-11,Critical,Assault,50-100,Anonymous tip,43,1401,66.5,0.007,1,No,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Birmingham #658,Birmingham,52.43479,-1.93448,2020-12-01,Critical,Vandalism,1-10,Social media,2,15964,42.3,0.307,2,No,
Assault in Leeds #659,Leeds,53.75064,-1.55070,2015-12-07,Low,Assault,500-1000,Partner organisation,63,16446,82.0,0.677,2,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Demonstration in Cambridge #660,Cambridge,52.19767,0.03625,2026-11-04,Low,Demonstration,1-10,Social media,87,18369,13.8,0.124,2,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Harassment in Brighton #661,Brighton,50.81877,-0.24083,2007-02-02,Moderate,Harassment,500-1000,Press report,69,9574,12.8,0.776,5,,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Vandalism in Bradford #662,Bradford,53.79160,-1.76549,2014-05-09,Moderate,Vandalism,500-1000,Partner organisation,114,202,27.3,0.438,2,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Assault in York #663,York,54.04815,-1.01786,,Critical,Assault,500-1000,Partner organisation,34,16333,27.1,0.369,5,No,
Demonstration in Stoke-on-Trent #664,Stoke-on-Trent,53.02285,-2.17214,2003-07-23,Critical,Demonstration,1-10,Local branch,147,9230,4.3,0.945,1,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Banner drop in Leeds #665,Leeds,53.84245,-1.56202,2009-03-15,High,Banner drop,1-10,Partner organisation,173,13330,86.9,0.323,2,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Online abuse in Cambridge #666,Cambridge,52.28553,0.21147,2003-11-03,Low,Online abuse,100-500,Partner organisation,109,9340,5.5,0.536,1,,
Vandalism in Dundee #667,Dundee,56.54187,-3.00770,2015-05-20,Low,Vandalism,1-10,Anonymous tip,191,9846,78.6,0.356,2,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Assault in Plymouth #668,Plymouth,50.33159,-4.21681,2003-07-02,High,Assault,1-10,Press report,189,214,50.3,0.657,5,No,
Leafleting in Portsmouth #669,Portsmouth,50.87712,-1.03859,2004-04-09,,Leafleting,50-100,Press report,198,10800,9.8,0.321,4,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Banner drop in Exeter #670,Exeter,50.70562,-3.48163,2017-07-01,Critical,Banner drop,50-100,Press report,23,17957,25.3,0.511,1,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Leafleting in Dundee #671,Dundee,56.34425,-2.87168,2021-11-19,Moderate,Leafleting,50-100,Anonymous tip,151,3689,81.7,0.792,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
